rank,domain,syllables,ending,sound_note,checked_at
923,"slavud.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -ud hard ending",2026-07-24T03:30:54.034Z
924,"spresix.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ix hard ending",2026-07-24T03:30:54.034Z
925,"strevir.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ir hard ending",2026-07-24T03:30:54.033Z
926,"vrumut.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ut hard ending",2026-07-24T03:30:54.034Z
927,"snilox.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ox hard ending",2026-07-24T03:30:54.034Z
928,"cruxul.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ul hard ending",2026-07-24T03:30:54.034Z
929,"gluzir.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -ir hard ending",2026-07-24T03:30:54.033Z
930,"slevid.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -id hard ending",2026-07-24T03:30:54.033Z
931,"spresos.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -os hard ending",2026-07-24T03:30:54.033Z
932,"strifel.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -el hard ending",2026-07-24T03:30:54.034Z
933,"vruvan.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -an hard ending",2026-07-24T03:30:54.033Z
934,"snivir.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ir hard ending",2026-07-24T03:30:54.033Z
935,"crerel.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -el hard ending",2026-07-24T03:30:54.033Z
936,"gluzor.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -or hard ending",2026-07-24T03:30:54.033Z
937,"slevud.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -ud hard ending",2026-07-24T03:30:54.033Z
938,"spresus.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -us hard ending",2026-07-24T03:30:54.033Z
939,"strifen.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -en hard ending",2026-07-24T03:30:54.033Z
940,"vruven.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -en hard ending",2026-07-24T03:30:54.033Z
941,"snivol.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ol hard ending",2026-07-24T03:30:54.034Z
942,"creril.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -il hard ending",2026-07-24T03:30:54.033Z
943,"glolur.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -ur hard ending",2026-07-24T03:30:54.035Z
944,"slobep.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -ep hard ending",2026-07-24T03:30:54.034Z
945,"spretes.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -es hard ending",2026-07-24T03:30:54.034Z
946,"strifil.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -il hard ending",2026-07-24T03:30:54.034Z
947,"vruver.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -er hard ending",2026-07-24T03:30:54.035Z
948,"snizal.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -al hard ending",2026-07-24T03:30:54.034Z
949,"crilir.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ir hard ending",2026-07-24T03:30:54.034Z
950,"glabud.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -ud hard ending",2026-07-24T03:30:54.034Z
951,"slobup.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -up hard ending",2026-07-24T03:30:54.034Z
952,"spretet.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -et hard ending",2026-07-24T03:30:54.034Z
953,"strifin.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -in hard ending",2026-07-24T03:30:54.033Z
954,"vruvol.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ol hard ending",2026-07-24T03:30:54.034Z
955,"snizan.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -an hard ending",2026-07-24T03:30:54.032Z
956,"crafap.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ap hard ending",2026-07-24T03:30:54.034Z
957,"glakid.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -id hard ending",2026-07-24T03:30:54.034Z
958,"slufed.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -ed hard ending",2026-07-24T03:30:54.034Z
959,"spretox.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ox hard ending",2026-07-24T03:30:54.034Z
960,"stroxar.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ar hard ending",2026-07-24T03:30:54.033Z
961,"vruvon.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -on hard ending",2026-07-24T03:30:54.032Z
962,"snizar.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ar hard ending",2026-07-24T03:30:54.035Z
963,"crikap.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ap hard ending",2026-07-24T03:30:54.034Z
964,"glakud.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -ud hard ending",2026-07-24T03:30:54.034Z
965,"sluzip.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -ip hard ending",2026-07-24T03:30:54.034Z
966,"spretut.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ut hard ending",2026-07-24T03:30:54.034Z
967,"strukor.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -or hard ending",2026-07-24T03:30:54.034Z
968,"vruvor.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -or hard ending",2026-07-24T03:30:54.035Z
969,"snizon.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -on hard ending",2026-07-24T03:30:54.032Z
970,"crogop.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -op hard ending",2026-07-24T03:30:54.034Z
971,"glavod.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -od hard ending",2026-07-24T03:30:54.034Z
972,"sluzod.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -od hard ending",2026-07-24T03:30:54.034Z
973,"sprezat.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -at hard ending",2026-07-24T03:30:54.034Z
974,"strukur.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ur hard ending",2026-07-24T03:30:54.034Z
975,"vruvur.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ur hard ending",2026-07-24T03:30:54.035Z
976,"snizul.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ul hard ending",2026-07-24T03:30:54.033Z
977,"croxid.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -id hard ending",2026-07-24T03:30:54.035Z
978,"glexod.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -od hard ending",2026-07-24T03:30:54.034Z
979,"sprezut.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ut hard ending",2026-07-24T03:30:54.034Z
980,"strurax.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ax hard ending",2026-07-24T03:30:54.033Z
981,"vralol.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ol hard ending",2026-07-24T03:30:54.034Z
982,"snizun.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -un hard ending",2026-07-24T03:30:54.032Z
983,"crozop.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -op hard ending",2026-07-24T03:30:54.034Z
984,"glisid.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -id hard ending",2026-07-24T03:30:54.035Z
985,"sprivax.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ax hard ending",2026-07-24T03:30:54.034Z
986,"strures.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -es hard ending",2026-07-24T03:30:54.032Z
987,"vrenol.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ol hard ending",2026-07-24T03:30:54.033Z
988,"snobur.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ur hard ending",2026-07-24T03:30:54.034Z
989,"crudep.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ep hard ending",2026-07-24T03:30:54.034Z
990,"glisud.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -ud hard ending",2026-07-24T03:30:54.034Z
991,"sprivix.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ix hard ending",2026-07-24T03:30:54.034Z
992,"strurix.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ix hard ending",2026-07-24T03:30:54.033Z
993,"vrerer.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -er hard ending",2026-07-24T03:30:54.035Z
994,"snokir.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ir hard ending",2026-07-24T03:30:54.032Z
995,"crukop.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -op hard ending",2026-07-24T03:30:54.034Z
996,"glitod.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -od hard ending",2026-07-24T03:30:54.033Z
997,"sprivot.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ot hard ending",2026-07-24T03:30:54.034Z
998,"strurus.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -us hard ending",2026-07-24T03:30:54.032Z
999,"vreror.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -or hard ending",2026-07-24T03:30:54.035Z
1000,"snovol.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ol hard ending",2026-07-24T03:30:54.033Z
